dBm
(0.000453+0.00017199999999999998j)
(0.000446+0.000179j)
(0.00045599999999999997+0.00017199999999999998j)
(0.00045799999999999997+0.00017099999999999998j)
(0.000461+0.00017099999999999998j)
(0.00046899999999999996+0.000163j)
(0.000459+0.00016099999999999998j)
(0.00045799999999999997+0.000153j)
(0.00045799999999999997+0.000145j)
(0.000445+0.000137j)
(0.000444+0.00014j)
(0.000432+0.000134j)
(0.00042699999999999997+0.000144j)
(0.000425+0.00015199999999999998j)
(0.000424+0.000158j)
(0.00043+0.00017099999999999998j)
(0.00043299999999999995+0.000177j)
(0.000444+0.000184j)
(0.000444+0.000193j)
(0.000466+0.000188j)
(0.00046699999999999997+0.00018099999999999998j)
(0.00047999999999999996+0.000177j)
(0.000483+0.00016199999999999998j)
(0.00048699999999999997+0.000157j)
(0.00047599999999999997+0.000139j)
(0.00048499999999999997+0.000139j)
(0.000468+0.00011399999999999999j)
(0.000479+0.00011999999999999999j)
(0.00046499999999999997+0.00010899999999999999j)
(0.000474+0.000112j)
(0.00046199999999999995+0.000111j)
(0.000468+0.00011399999999999999j)
(0.000466+0.000117j)
(0.000468+0.00011999999999999999j)
(0.000473+0.000111j)
(0.000468+0.00010999999999999999j)
(0.00047599999999999997+0.00010499999999999999j)
(0.00046899999999999996+9.499999999999999e-05j)
(0.000477+9.499999999999999e-05j)
(0.000455+8.3e-05j)
(0.000468+8.999999999999999e-05j)
(0.000446+8.599999999999999e-05j)
(0.000452+8.499999999999999e-05j)
(0.000439+8.9e-05j)
(0.00044199999999999996+9.4e-05j)
(0.00044199999999999996+0.000103j)
(0.000445+0.000103j)
(0.00045599999999999997+0.00011399999999999999j)
(0.000464+0.00010899999999999999j)
(0.00047099999999999996+0.000116j)
(0.000488+0.00010999999999999999j)
(0.000496+0.000103j)
(0.0004969999999999999+9.499999999999999e-05j)
(0.0005009999999999999+8.3e-05j)
(0.000498+6.8e-05j)
(0.000495+5.4999999999999995e-05j)
(0.000491+4.4e-05j)
(0.000488+3.9999999999999996e-05j)
(0.000489+3.7e-05j)
(0.000477+3.9999999999999996e-05j)
(0.000486+4.2e-05j)
(0.000474+4.1e-05j)
(0.00048499999999999997+4.9e-05j)
(0.00047999999999999996+4.4999999999999996e-05j)
(0.00048499999999999997+4.4e-05j)
(0.00049+3.9e-05j)
(0.000486+3.6e-05j)
(0.0004919999999999999+2.9999999999999997e-05j)
(0.00048199999999999995+2.4999999999999998e-05j)
(0.00048199999999999995+1.6e-05j)
(0.000473+1.7e-05j)
(0.00045999999999999996+1.4999999999999999e-05j)
(0.00046199999999999995+1.6e-05j)
(0.000448+2.1e-05j)
(0.000454+2.4999999999999998e-05j)
(0.00045099999999999996+2.9e-05j)
(0.000454+4.2e-05j)
(0.000463+4.4999999999999996e-05j)
(0.000474+4.9e-05j)
(0.000477+4.8e-05j)
(0.000494+4.9e-05j)
(0.000494+4.7e-05j)
(0.000508+3.9e-05j)
(0.000505+2.4999999999999998e-05j)
(0.000507+1.4e-05j)
(0.000505+7e-06j)
(0.000502-1.2e-05j)
(0.000491-9e-06j)
(0.000494-1.7e-05j)
(0.000477-2.4e-05j)
(0.000484-1.4999999999999999e-05j)
(0.000483-2.1e-05j)
(0.00047999999999999996-7e-06j)
(0.000481-1.3e-05j)
(0.000481-1.4999999999999999e-05j)
(0.000484-1.6e-05j)
(0.000484-3.4e-05j)
(0.00048699999999999997-2.4e-05j)
(0.000484-3.9e-05j)
(0.00047999999999999996-3.9e-05j)
(0.000475-4.8e-05j)
(0.00046699999999999997-5.1e-05j)
(0.00045599999999999997-5.4e-05j)
(0.000454-4.9e-05j)
(0.000448-4.7e-05j)
(0.00045099999999999996-3.9e-05j)
(0.00045-3.7e-05j)
(0.000453-2.3e-05j)
(0.000463-2.9e-05j)
(0.00047099999999999996-1.8e-05j)
(0.000477-2.9999999999999997e-05j)
(0.000493-2.9e-05j)
(0.000488-4.1e-05j)
(0.000505-4.4999999999999996e-05j)
(0.000498-6.5e-05j)
(0.000499-6.7e-05j)
(0.000498-8.499999999999999e-05j)
(0.00049-8.999999999999999e-05j)
(0.00048499999999999997-9.4e-05j)
(0.000474-9.7e-05j)
(0.00047599999999999997-9.7e-05j)
(0.00046499999999999997-9.4e-05j)
(0.00046699999999999997-8.999999999999999e-05j)
(0.00047-9.7e-05j)
(0.00046899999999999996-8.8e-05j)
(0.000474-9.4e-05j)
(0.000472-9.8e-05j)
(0.000477-0.000103j)
(0.00048199999999999995-0.00010899999999999999j)
(0.000473-0.000107j)
(0.000466-0.000118j)
(0.000459-0.000118j)
(0.000454-0.000124j)
(0.00044699999999999997-0.000122j)
(0.00044199999999999996-0.000118j)
(0.000437-0.000112j)
(0.000439-0.00010999999999999999j)
(0.00044199999999999996-9.7e-05j)
(0.000446-0.000107j)
(0.00045799999999999997-9.999999999999999e-05j)
(0.000468-9.9e-05j)
(0.000481-0.000104j)
(0.000491-0.00010999999999999999j)
(0.0004919999999999999-0.000117j)
(0.000493-0.000121j)
(0.00048699999999999997-0.000135j)
(0.00048699999999999997-0.000146j)
(0.000479-0.00015099999999999998j)
(0.000477-0.000165j)
(0.00045999999999999996-0.000164j)
(0.00045999999999999996-0.000167j)
(0.00045-0.000168j)
(0.000453-0.000155j)
(0.00044899999999999996-0.00016099999999999998j)
(0.000457-0.00015j)
(0.000452-0.000158j)
(0.000463-0.000155j)
(0.000452-0.00016099999999999998j)
(0.00046199999999999995-0.00016099999999999998j)
(0.000452-0.000167j)
(0.000457-0.000167j)
(0.00044699999999999997-0.000174j)
(0.000443-0.000177j)
(0.000435-0.000176j)
(0.00042699999999999997-0.000178j)
(0.00042199999999999996-0.000167j)
(0.000419-0.000165j)
(0.000423-0.00015999999999999999j)
(0.00042699999999999997-0.000147j)
(0.000434-0.00016099999999999998j)
(0.000445-0.00015099999999999998j)
(0.000452-0.000165j)
(0.000455-0.000166j)
(0.000468-0.000173j)
(0.000457-0.00018099999999999998j)
(0.000468-0.000194j)
(0.000455-0.00019899999999999999j)
(0.00045999999999999996-0.000212j)
(0.000444-0.00021099999999999998j)
(0.000445-0.00021899999999999998j)
(0.00043799999999999997-0.00021999999999999998j)
(0.00043299999999999995-0.00022099999999999998j)
(0.000428-0.00021799999999999999j)
(0.000428-0.000217j)
(0.00043-0.000213j)
(0.000434-0.00020999999999999998j)
(0.000435-0.000213j)
(0.00043799999999999997-0.000216j)
(0.000432-0.00021999999999999998j)
(0.00043799999999999997-0.00022099999999999998j)
(0.000426-0.000232j)
(0.000423-0.00022999999999999998j)
(0.000415-0.000232j)
(0.000412-0.00023099999999999998j)
(0.00039799999999999997-0.000234j)
(0.000399-0.00022999999999999998j)
(0.000386-0.000224j)
(0.000397-0.00022999999999999998j)
(0.000392-0.00020899999999999998j)
(0.000404-0.00021999999999999998j)
(0.00041299999999999996-0.000204j)
(0.00041999999999999996-0.000215j)
(0.00043299999999999995-0.00021999999999999998j)
(0.000434-0.000222j)
(0.000441-0.000234j)
(0.000444-0.00024099999999999998j)
(0.000444-0.000248j)
(0.000432-0.000265j)
(0.00042699999999999997-0.000266j)
(0.000417-0.000281j)
(0.00041-0.00027j)
(0.000405-0.00028j)
(0.000395-0.00027499999999999996j)
(0.000397-0.00027499999999999996j)
(0.000395-0.000271j)
(0.000397-0.00026399999999999997j)
(0.000404-0.00027299999999999997j)
(0.000399-0.00027j)
(0.000401-0.00028j)
(0.00039299999999999996-0.000279j)
(0.000395-0.000285j)
(0.000387-0.000288j)
(0.000385-0.00029j)
(0.000377-0.000299j)
(0.000372-0.00029099999999999997j)
(0.00035999999999999997-0.000288j)
(0.000359-0.00028399999999999996j)
(0.000357-0.000278j)
(0.000358-0.000272j)
(0.000363-0.00026399999999999997j)
(0.00036899999999999997-0.000267j)
(0.000383-0.00026399999999999997j)
(0.000388-0.00026199999999999997j)
(0.000401-0.00028j)
(0.000408-0.000272j)
(0.000405-0.00029499999999999996j)
(0.00041-0.000297j)
(0.000392-0.000309j)
(0.000396-0.000319j)
(0.000376-0.000323j)
(0.000379-0.000323j)
(0.00037-0.000327j)
(0.000366-0.000323j)
(0.000363-0.000327j)
(0.000359-0.000312j)
(0.000361-0.000321j)
(0.000358-0.00030199999999999997j)
(0.000359-0.00032199999999999997j)
(0.00037-0.000317j)
(0.00035999999999999997-0.000321j)
(0.000368-0.000334j)
(0.00035099999999999997-0.000326j)
(0.000348-0.00034399999999999996j)
(0.000343-0.00033j)
(0.00033099999999999997-0.000348j)
(0.000329-0.00033099999999999997j)
(0.000314-0.000346j)
(0.00031499999999999996-0.00032199999999999997j)
(0.00031-0.000328j)
(0.000319-0.000318j)
(0.00033-0.00031499999999999996j)
(0.000336-0.000318j)
(0.00035-0.00031j)
(0.000354-0.000327j)
(0.000355-0.000329j)
(0.00036199999999999996-0.000346j)
(0.000358-0.00034399999999999996j)
(0.000359-0.000367j)
(0.00034899999999999997-0.000366j)
(0.000341-0.000376j)
(0.000327-0.000372j)
(0.000326-0.000381j)
(0.000314-0.00036899999999999997j)
(0.00031099999999999997-0.00037799999999999997j)
(0.000308-0.000372j)
(0.00030399999999999996-0.00037299999999999996j)
(0.000312-0.00037099999999999996j)
(0.000305-0.00036899999999999997j)
(0.000314-0.000374j)
(0.000305-0.00036899999999999997j)
(0.00031499999999999996-0.000377j)
(0.000301-0.000381j)
(0.000307-0.000384j)
(0.00029099999999999997-0.000388j)
(0.000288-0.000385j)
(0.000278-0.000383j)
(0.000274-0.00037799999999999997j)
(0.00027-0.00036899999999999997j)
(0.000271-0.00037299999999999996j)
(0.000269-0.00035099999999999997j)
(0.000279-0.000368j)
(0.000283-0.000348j)
(0.00029499999999999996-0.000359j)
(0.000298-0.000365j)
(0.00031299999999999996-0.000358j)
(0.000307-0.000388j)
(0.00031299999999999996-0.000386j)
(0.000306-0.000395j)
(0.000309-0.000401j)
(0.000296-0.000401j)
(0.000292-0.000405j)
(0.00027299999999999997-0.000414j)
(0.000271-0.000408j)
(0.00026-0.000415j)
(0.000257-0.000404j)
(0.00025499999999999996-0.00040899999999999997j)
(0.000257-0.00040199999999999996j)
(0.00026399999999999997-0.000404j)
(0.000265-0.00039999999999999996j)
(0.00027-0.00040699999999999997j)
(0.000263-0.000404j)
(0.000268-0.000423j)
(0.000257-0.000406j)
(0.000252-0.00042199999999999996j)
(0.000243-0.00041099999999999996j)
(0.000235-0.00041799999999999997j)
(0.00022799999999999999-0.000415j)
(0.000223-0.00040699999999999997j)
(0.000225-0.000404j)
(0.000223-0.000397j)
(0.00022799999999999999-0.00039099999999999996j)
(0.00022799999999999999-0.000386j)
(0.000242-0.00039799999999999997j)
(0.000249-0.000385j)
(0.000259-0.000414j)
(0.000263-0.00039799999999999997j)
(0.000258-0.000426j)
(0.00026-0.00042199999999999996j)
(0.000243-0.00044899999999999996j)
(0.00024599999999999996-0.000443j)
(0.000224-0.000453j)
(0.000222-0.000459j)
(0.00020099999999999998-0.00045099999999999996j)
(0.000205-0.000457j)
(0.000188-0.000445j)
(0.000194-0.00044699999999999997j)
(0.000184-0.00043999999999999996j)
(0.000195-0.000443j)
(0.00019099999999999998-0.000441j)
(0.000197-0.000444j)
(0.000194-0.00045099999999999996j)
(0.000192-0.000439j)
(0.00018899999999999999-0.000461j)
(0.000188-0.00043799999999999997j)
(0.00018099999999999998-0.00046199999999999995j)
(0.000176-0.000439j)
(0.00017099999999999998-0.000454j)
(0.000168-0.00042699999999999997j)
(0.000163-0.00043999999999999996j)
(0.000165-0.00041299999999999996j)
(0.000164-0.00043099999999999996j)
(0.000175-0.00040199999999999996j)
(0.000179-0.000426j)
(0.000192-0.000406j)
(0.00018999999999999998-0.00043099999999999996j)
(0.00020099999999999998-0.00043099999999999996j)
(0.000195-0.000443j)
(0.00019899999999999999-0.000452j)
(0.00019899999999999999-0.00045599999999999997j)
(0.000186-0.000468j)
(0.000179-0.000466j)
(0.000165-0.000475j)
(0.00016199999999999998-0.000479j)
(0.000149-0.000463j)
(0.00014-0.00047799999999999996j)
(0.000138-0.000455j)
(0.000127-0.000463j)
(0.000136-0.00046199999999999995j)
(0.00013099999999999999-0.000459j)
(0.00014-0.00046499999999999997j)
(0.000147-0.000464j)
(0.00014199999999999998-0.000466j)
(0.00014199999999999998-0.000466j)
(0.000133-0.00047599999999999997j)
(0.000129-0.00046899999999999996j)
(0.000127-0.00047099999999999996j)
(0.00011499999999999999-0.00046699999999999997j)
(0.00011499999999999999-0.000464j)
(9.999999999999999e-05-0.000455j)
(0.00010899999999999999-0.000453j)
(9.999999999999999e-05-0.000444j)
(0.000106-0.000437j)
(0.00010899999999999999-0.000444j)
(0.00011399999999999999-0.00043799999999999997j)
(0.000126-0.00045099999999999996j)
(0.000128-0.000452j)
(0.000133-0.000466j)
(0.000137-0.00046699999999999997j)
(0.000124-0.000489j)
(0.000124-0.000484j)
(0.00010999999999999999-0.0005j)
(0.000107-0.000498j)
(9.3e-05-0.0005009999999999999j)
(8.499999999999999e-05-0.000494j)
(7.599999999999999e-05-0.0004969999999999999j)
(7.7e-05-0.00048499999999999997j)
(6.5e-05-0.000483j)
(6.9e-05-0.00047599999999999997j)
(6.599999999999999e-05-0.000473j)
(7.3e-05-0.000484j)
(6.8e-05-0.00046499999999999997j)
(7.3e-05-0.0004969999999999999j)
(6.5e-05-0.000464j)
(6.599999999999999e-05-0.000496j)
(5.6999999999999996e-05-0.000472j)
(5.3e-05-0.000495j)
(4.4e-05-0.000473j)
(4.1e-05-0.00048699999999999997j)
(3.2e-05-0.000468j)
(3.9999999999999996e-05-0.000466j)
(2.9999999999999997e-05-0.000457j)
(4.2e-05-0.00044899999999999996j)
(3.6e-05-0.000453j)
(5.1e-05-0.000446j)
(5.1e-05-0.000452j)
(5.8e-05-0.00045j)
(5.6999999999999996e-05-0.000468j)
(5.9e-05-0.00046699999999999997j)
(5.4999999999999995e-05-0.000488j)
(4.9e-05-0.000489j)
(4.2e-05-0.0005j)
(3.2e-05-0.000495j)
(1.8e-05-0.000511j)
(1.2e-05-0.000498j)
(2e-06-0.0005009999999999999j)
(-8e-06-0.000489j)
(-1.6e-05-0.000489j)
(-1.4999999999999999e-05-0.00047999999999999996j)
(-1.8999999999999998e-05-0.00047999999999999996j)
(-9.999999999999999e-06-0.00047799999999999996j)
(-1.1e-05-0.000475j)
(-6e-06-0.000483j)
(-1.1e-05-0.000481j)
(-4.9999999999999996e-06-0.000489j)
(-9e-06-0.00048199999999999995j)
(-9.999999999999999e-06-0.00048499999999999997j)
(-2.1e-05-0.000486j)
(-1.9999999999999998e-05-0.000481j)
(-2.6e-05-0.000475j)
(-2.7e-05-0.00047099999999999996j)
(-2.7e-05-0.000459j)
(-2.4999999999999998e-05-0.00045999999999999996j)
(-1.7e-05-0.00044699999999999997j)
(-2.2e-05-0.000453j)
(-7e-06-0.00045099999999999996j)
(-8e-06-0.000461j)
(3e-06-0.00046499999999999997j)
(1e-06-0.00047999999999999996j)
(4e-06-0.000488j)
(-7e-06-0.00048699999999999997j)
(-1.4e-05-0.000512j)
(-3.1e-05-0.000498j)
(-3.2999999999999996e-05-0.000509j)
(-4.1e-05-0.000507j)
(-4.9999999999999996e-05-0.0004969999999999999j)
(-5.6999999999999996e-05-0.0005009999999999999j)
(-6.5e-05-0.000488j)
(-6.7e-05-0.000486j)
(-6.5e-05-0.00047999999999999996j)
(-6.1e-05-0.00047599999999999997j)
(-6.1e-05-0.000474j)
(-6.5e-05-0.000479j)
(-6.3e-05-0.00047599999999999997j)
(-6.5e-05-0.00048499999999999997j)
(-6.599999999999999e-05-0.000474j)
(-6.3e-05-0.00048199999999999995j)
(-7.5e-05-0.00047799999999999996j)
(-7.599999999999999e-05-0.00047799999999999996j)
(-8.3e-05-0.000477j)
(-8.3e-05-0.000464j)
(-8.7e-05-0.000468j)
(-8.4e-05-0.000453j)
(-8.499999999999999e-05-0.000448j)
(-7.999999999999999e-05-0.00044699999999999997j)
(-8.099999999999999e-05-0.00044199999999999996j)
(-7e-05-0.00044899999999999996j)
(-6.8e-05-0.000454j)
(-5.8e-05-0.000464j)
(-5.8e-05-0.000464j)
(-6.4e-05-0.000481j)
(-6.8e-05-0.000489j)
(-7.999999999999999e-05-0.000495j)
(-8.7e-05-0.0004919999999999999j)
(-9.999999999999999e-05-0.000499j)
(-0.000112-0.00048499999999999997j)
(-0.00011999999999999999-0.000484j)
(-0.00013099999999999999-0.000475j)
(-0.000135-0.00046699999999999997j)
(-0.00014099999999999998-0.00046899999999999996j)
(-0.000138-0.000457j)
(-0.000138-0.000464j)
